Respondent,duration,code,priorQ1,updatedQ1,priorQ2,updatedQ2,priorQ3,updatedQ3,priorQ4,updatedQ4,priorQ5,updatedQ5,priorQ6,updatedQ6,priorQ7,updatedQ7,priorQ8,updatedQ8 ,priorQ9,updatedQ9,priorQ10,updatedQ10 ,Advice1,Advice2,Advice3,Advice4,Advice5,Advice6,Advice7,Advice8,Advice9,Advice10,True1,True2,True3,True4,True5,True6,True7,True8,True9,True10,SlNoQ1,SlNoQ2,SlNoQ3,SlNoQ4,SlNoQ5,SlNoQ6,SlNoQ7,SlNoQ8,SlNoQ9,SlNoQ10
253,429,3270,59,59,11,10,67,67,13,14,71,69,73,71,52,52,15,14,38,36,43,43,54,9,66,14,65,71,54,13,34,44,52,6,56,14,67,73,51,11,29,39,52,106,56,14,67,173,51,11,129,139
254,757,3026,36,33,69,69,55,55,17,17,4,5,3,3,6,6,55,51,28,25,70,65,38,74,54,18,7,5,9,54,21,60,32,77,51,18,5,4,7,49,19,52,32,177,51,18,105,4,107,49,19,152
255,761,3340,73,74,25,22,78,80,28,25,3,3,35,30,48,55,70,73,30,32,83,85,75,27,81,19,3,32,63,76,31,87,76,21,91,17,2,26,55,80,29,97,176,121,191,17,102,126,55,80,29,197
256,686,3255,48,48,48,48,66,66,48,48,90,90,88,88,11,11,84,84,65,65,79,79,34,34,68,42,79,86,12,81,54,72,31,29,69,32,81,88,13,92,50,72,131,129,69,132,181,88,13,92,150,172
257,355,3097,68,68,81,83,47,48,45,18,5,5,67,50,20,20,45,44,63,70,78,78,74,87,53,16,5,52,21,45,73,79,80,94,46,24,4,54,19,43,83,82,180,94,146,124,104,54,19,43,183,182
258,564,3096,28,27,87,87,52,50,59,58,8,8,19,19,20,20,32,32,23,23,69,69,22,79,34,50,10,26,18,32,21,73,20,83,30,44,9,23,18,31,19,76,120,83,130,144,109,123,18,31,19,76
259,594,3040,80,83,90,89,55,53,30,32,40,41,52,54,60,61,75,78,85,82,9,9,77,87,54,34,43,59,64,87,73,10,84,94,51,28,37,55,59,97,75,10,84,94,151,128,137,155,159,197,75,10
260,415,3054,22,24,67,73,58,59,71,69,23,22,61,66,82,84,79,82,28,24,83,84,33,76,64,68,19,73,88,86,16,86,27,79,59,62,22,83,98,100,24,90,127,79,159,162,22,183,198,200,124,190
261,924,3276,32,32,28,32,70,75,45,47,27,27,61,61,67,67,61,55,69,69,85,85,16,51,75,52,22,56,74,63,68,86,24,47,76,54,20,62,80,55,61,89,124,147,176,54,20,62,180,55,161,189
262,473,3115,58,58,36,25,72,70,35,35,68,68,55,55,84,84,33,30,72,72,35,40,60,22,65,34,72,54,85,25,73,42,60,20,66,28,70,50,98,18,75,32,160,20,166,128,170,150,98,118,175,132
263,420,3457,54,54,20,16,47,50,33,21,65,64,33,40,5,5,3,4,40,35,18,18,50,14,50,19,62,41,5,5,34,19,44,13,42,17,61,36,4,4,30,22,144,113,42,17,61,36,104,4,130,22
264,848,3334,62,62,25,24,5,6,13,11,36,32,57,52,78,74,37,46,82,84,9,11,62,25,5,9,36,51,77,50,87,9,56,23,4,6,38,46,79,42,94,7,156,23,4,106,38,46,179,42,194,7
265,957,3247,43,48,58,63,59,64,24,30,35,45,23,24,32,43,57,55,78,84,30,40,50,67,69,32,49,25,48,54,86,43,41,65,63,25,35,18,33,51,100,34,141,65,63,25,135,118,133,151,200,34
266,427,3091,72,72,65,67,58,63,65,67,16,15,21,22,20,18,24,20,65,68,78,83,79,67,64,67,14,25,15,19,71,87,82,65,59,64,12,18,14,22,68,93,82,65,59,64,112,118,114,22,68,93
267,486,3177,70,75,10,7,15,15,15,15,50,50,75,74,10,10,30,30,55,55,50,55,73,8,16,15,51,73,10,25,54,54,75,6,16,14,47,73,9,19,50,52,175,6,16,114,47,73,9,119,150,52
268,368,3449,24,22,55,55,72,74,17,16,54,58,14,14,45,45,22,24,43,43,51,52,19,50,80,12,65,13,50,27,43,57,17,44,86,11,65,11,42,21,37,53,17,144,186,111,165,11,42,121,137,53
269,497,3318,12,12,37,37,41,41,40,40,60,65,23,23,12,12,75,75,77,77,35,35,10,34,48,50,80,26,12,87,77,43,10,29,40,41,86,23,11,97,79,34,10,129,140,141,186,123,111,197,179,134
270,713,3333,29,29,74,74,17,15,73,73,48,48,73,73,68,68,83,83,59,54,38,44,36,67,14,80,59,71,81,79,51,51,38,64,13,86,57,69,91,81,48,47,38,64,113,186,157,169,91,181,48,147
271,609,3286,5,5,70,71,58,56,63,63,72,72,84,81,13,13,41,43,45,45,32,35,3,77,53,61,71,77,14,54,48,43,2,66,48,57,69,84,12,50,33,34,2,66,148,57,169,84,112,150,133,134
272,733,3351,34,30,87,85,40,41,50,50,9,12,56,56,1,2,36,35,92,90,26,25,32,88,44,51,11,59,2,34,86,27,31,98,40,47,8,55,1,31,100,21,31,198,40,47,108,155,101,131,200,121
273,410,3042,25,30,45,48,76,75,80,85,8,8,32,29,77,78,86,86,20,20,44,46,31,54,73,88,8,26,81,87,21,50,29,51,71,98,6,23,91,97,19,42,29,51,171,198,6,123,91,197,19,142
274,614,3204,54,62,70,73,7,10,58,56,20,21,78,71,22,22,17,19,2,3,4,5,62,73,10,56,21,71,22,19,3,5,61,73,10,62,15,73,20,17,2,4,61,73,110,62,115,173,20,117,2,4
275,480,3062,6,6,86,83,77,74,48,48,67,67,88,86,75,73,83,81,11,11,34,34,7,72,65,50,64,84,67,75,11,34,5,72,66,41,58,92,64,76,8,28,5,172,166,141,158,192,64,176,108,28
276,294,3223,53,53,67,64,89,84,80,80,45,40,86,86,65,70,50,52,55,55,57,52,53,59,78,74,33,81,81,56,51,51,48,54,89,70,27,91,91,62,46,49,148,154,89,70,127,191,91,62,46,149
277,500,3355,45,48,70,67,15,14,16,18,19,23,60,65,85,80,9,8,36,38,85,86,51,67,14,19,25,68,78,8,38,88,47,65,12,17,18,61,88,6,32,100,147,65,112,117,118,161,188,6,32,100
278,465,3134,17,15,25,27,25,20,35,33,15,14,32,20,39,41,59,54,82,80,4,3,12,49,16,32,13,16,43,52,79,2,11,43,16,26,11,24,34,45,84,1,111,143,16,126,11,124,34,145,184,101
279,300,3184,23,24,45,45,38,43,27,27,75,75,5,5,74,70,90,90,65,65,78,80,28,44,42,31,74,5,66,86,64,84,26,39,32,29,77,4,56,88,58,92,26,39,132,29,177,104,56,88,58,192
280,354,3038,6,6,72,75,82,82,32,30,42,35,65,65,55,55,80,75,85,85,90,90,7,79,81,27,33,67,53,72,87,88,5,82,91,21,27,65,46,72,94,98,105,82,191,121,127,65,146,172,94,198
281,482,3174,1,2,27,13,67,70,80,79,7,8,8,8,58,67,92,92,22,24,2,2,2,12,72,79,9,9,71,87,26,3,1,12,70,82,7,6,69,94,23,3,101,12,170,82,7,106,169,194,123,3
282,625,3182,52,57,31,31,73,75,21,28,61,61,2,2,36,40,82,79,39,42,71,71,68,33,76,31,62,1,49,79,44,71,69,27,80,29,56,1,43,84,39,74,69,127,80,29,156,1,143,184,39,74
283,998,3151,40,40,25,25,39,40,22,25,55,55,65,65,55,57,45,47,28,28,80,85,44,25,43,27,53,67,59,51,28,87,39,23,36,25,46,65,54,49,26,97,139,23,136,125,146,65,154,149,26,197
284,393,3486,23,22,19,22,65,69,60,82,40,49,79,79,50,48,9,7,15,14,70,52,26,25,72,86,54,85,54,9,16,57,22,23,70,88,51,98,51,7,24,53,122,23,170,88,151,98,51,7,124,53
285,1040,3344,74,74,86,86,35,21,89,89,9,9,74,74,56,56,24,24,46,46,55,55,72,81,16,88,10,73,66,27,53,68,70,92,24,98,10,75,72,21,46,69,170,92,124,198,10,75,72,121,146,69
286,658,3249,46,52,88,88,90,90,67,67,68,68,31,24,71,71,55,55,91,85,46,46,54,87,87,64,68,16,66,69,79,44,52,93,94,59,61,24,56,63,84,40,52,93,94,59,161,124,56,63,184,40
287,417,3169,32,32,55,55,62,55,76,74,17,16,29,34,14,14,54,54,12,13,42,45,33,53,51,71,15,48,13,54,14,50,27,48,46,73,14,38,11,51,14,44,127,148,46,173,114,138,11,51,14,144
288,638,3390,22,23,60,76,38,48,67,87,24,26,50,50,70,70,20,15,35,48,70,76,27,76,52,87,30,53,66,13,49,76,25,80,54,96,24,48,56,11,35,85,125,80,54,96,24,148,56,11,135,185
289,362,3392,47,57,61,54,80,69,78,69,90,72,55,56,41,35,11,54,67,55,32,35,64,59,73,73,67,62,47,53,60,43,59,57,71,76,64,61,45,46,60,37,159,157,171,76,64,61,45,146,60,137
290,521,3489,52,60,42,46,32,34,82,77,62,64,57,58,64,68,14,14,74,74,26,22,63,48,36,73,65,61,67,14,72,19,55,38,38,71,65,64,65,14,72,22,55,138,38,171,165,164,65,14,172,22
291,752,3465,35,40,37,40,89,86,22,20,75,80,79,75,75,80,18,18,40,40,45,55,48,48,86,17,81,72,87,19,35,55,38,40,89,15,91,70,96,17,35,53,138,140,189,15,191,170,96,17,35,153
292,549,3257,45,45,42,42,36,42,63,63,25,25,51,47,64,64,24,23,54,50,54,53,43,42,49,63,25,43,64,22,48,52,36,32,43,68,19,37,59,20,38,54,136,132,143,168,119,37,159,120,138,54
293,385,3167,70,71,36,34,27,13,85,85,8,8,24,24,48,49,60,75,14,17,40,42,73,32,12,86,9,22,50,81,19,43,75,31,11,90,7,20,44,91,22,37,175,31,111,190,7,20,144,91,22,37
294,644,3027,26,30,50,48,45,49,37,34,19,19,30,29,80,85,12,12,17,16,73,73,34,54,50,32,19,28,86,12,15,73,31,52,42,31,22,26,90,13,14,75,131,52,42,31,22,26,90,13,114,175
295,582,3476,75,75,81,79,40,40,75,70,35,28,62,62,60,60,75,80,58,58,18,18,73,76,48,67,21,51,51,87,64,15,83,85,38,64,19,46,49,96,58,14,183,185,138,64,19,46,149,96,158,114
296,358,3256,71,80,47,46,43,47,65,63,63,61,80,77,32,33,64,60,75,74,85,80,69,45,50,61,60,72,34,54,72,73,67,43,41,64,52,71,28,52,74,77,167,43,141,164,152,71,28,52,174,77
297,185,3287,85,87,34,42,57,57,67,67,2,88,47,47,83,72,43,48,69,71,60,64,87,42,57,67,86,43,72,48,71,64,96,32,53,65,90,37,70,38,69,59,96,132,53,65,190,137,170,138,169,59
298,778,3397,14,14,68,72,60,60,42,45,22,22,52,55,60,60,46,48,68,68,70,70,14,84,67,52,26,66,64,54,76,71,13,93,64,45,23,56,59,51,80,68,113,193,64,145,123,56,159,151,80,68
299,782,3035,78,76,55,60,37,38,26,26,56,56,80,80,6,7,17,18,47,59,84,80,72,64,44,21,64,81,9,26,51,72,71,58,40,19,59,91,6,22,47,74,71,58,40,19,159,191,106,122,47,174
300,431,3006,64,65,21,20,9,9,12,13,17,18,81,80,79,79,18,19,16,15,62,55,61,19,9,14,19,77,79,19,12,51,57,22,7,12,17,85,83,17,11,49,57,22,7,112,17,85,83,117,111,149
301,393,3412,29,29,55,65,62,62,68,65,85,86,25,23,31,40,79,85,13,11,57,55,30,68,64,64,88,22,49,86,10,52,24,69,59,59,98,20,35,100,10,45,24,69,159,59,198,20,135,200,110,145
302,540,3195,74,77,3,3,22,36,55,53,4,5,78,68,45,52,94,95,24,30,25,25,76,3,42,51,5,65,54,95,32,25,85,2,32,48,4,67,51,95,25,18,185,2,132,48,4,67,151,195,25,118
303,353,3326,5,6,78,82,52,53,59,60,80,80,26,27,83,84,48,47,85,84,79,74,8,87,65,72,79,32,88,51,86,78,6,93,65,71,81,25,100,47,90,88,6,93,165,71,181,25,100,147,190,188
304,265,3323,84,84,32,38,33,33,50,51,74,76,4,6,53,53,80,80,17,18,20,22,84,43,34,50,86,7,59,80,19,25,92,36,28,44,89,5,55,86,17,23,192,136,28,144,189,5,155,186,117,23
305,247,3198,90,90,90,90,38,20,80,75,34,38,12,12,78,78,90,90,90,90,90,90,85,87,16,73,43,13,79,87,81,76,98,93,24,73,34,11,81,96,78,79,98,93,124,73,134,11,181,96,78,79
306,908,3076,77,75,30,28,80,75,75,75,92,90,35,34,8,9,70,71,25,25,88,78,73,22,73,73,88,32,10,72,25,76,77,20,75,71,100,30,8,72,19,85,77,20,75,171,100,30,8,172,119,185
307,658,3374,99,80,50,53,4,5,90,90,99,99,30,30,70,70,70,75,3,5,65,65,81,54,7,79,78,25,68,77,5,69,91,50,5,81,78,18,62,66,4,63,191,150,5,181,178,118,162,66,104,63
308,482,3348,14,14,48,50,28,25,65,60,35,42,70,68,90,90,89,89,10,10,90,85,14,52,25,57,44,63,87,86,10,80,14,54,23,53,41,68,99,90,10,87,14,54,23,53,41,168,99,190,110,187
309,936,3066,76,75,62,62,76,76,55,64,67,66,38,42,8,9,3,3,10,9,32,31,73,64,82,64,67,44,10,3,9,30,76,59,99,58,64,40,8,2,6,24,76,159,199,58,64,40,8,2,106,24
310,390,3273,43,48,69,67,29,30,37,40,31,29,70,70,19,18,42,44,73,77,28,25,50,64,30,43,27,69,16,44,78,22,42,59,24,36,21,67,16,39,88,21,42,159,24,136,121,167,16,39,188,21
311,706,3115,54,56,28,26,69,67,35,35,72,74,48,52,78,83,33,27,66,71,29,39,60,22,65,34,72,54,85,25,73,42,60,20,66,28,70,50,98,18,75,32,160,20,166,128,170,150,98,118,175,132
312,477,3338,52,54,51,51,73,73,46,50,81,80,60,67,21,20,70,72,35,44,83,76,60,52,73,54,79,69,18,74,48,69,60,54,75,49,84,63,18,70,38,67,160,54,175,49,184,63,18,70,138,167
313,775,3201,76,71,45,38,54,55,23,21,2,2,87,83,61,53,39,34,87,83,75,74,65,31,57,19,2,81,51,32,79,74,66,29,53,17,1,91,49,31,82,70,166,29,53,17,101,191,149,31,182,70
314,266,3077,60,54,89,85,22,22,3,3,5,5,42,44,89,87,32,23,65,67,78,38,51,77,19,2,3,49,82,21,65,34,46,87,17,1,2,35,99,19,66,31,46,87,17,101,2,135,199,19,166,131
315,299,3035,70,72,55,61,40,42,27,25,68,66,81,81,6,8,27,27,50,50,80,73,72,64,44,21,64,81,9,26,51,72,71,58,40,19,59,91,6,22,47,74,71,58,40,19,159,191,106,122,47,174
316,1195,3235,60,60,58,63,12,11,53,52,78,80,56,62,88,83,34,34,76,74,3,3,65,65,10,54,84,64,78,31,72,3,66,65,10,52,93,58,89,27,72,2,166,165,110,52,193,158,89,27,172,2
317,577,3262,40,45,7,10,8,8,64,54,17,16,39,39,94,94,65,67,50,50,48,52,48,10,9,51,16,38,87,71,50,55,40,10,6,46,16,32,97,69,42,53,140,10,106,46,16,32,97,169,142,153
318,382,3047,65,70,75,75,45,45,45,40,35,35,80,83,50,40,40,45,15,15,50,50,74,73,49,34,31,86,36,44,13,51,77,77,35,30,29,90,38,40,11,49,177,77,135,130,29,190,38,40,11,149
319,326,3356,75,73,8,9,70,77,60,65,58,64,13,11,66,78,25,30,78,77,24,16,71,10,78,67,66,10,81,32,77,15,74,8,88,65,72,10,91,26,86,14,74,8,188,65,72,110,191,126,86,114
320,440,3354,47,48,32,30,36,32,82,82,45,45,80,80,55,55,31,31,91,91,85,82,53,27,25,77,44,73,56,25,84,79,46,21,19,87,39,77,62,18,92,82,146,121,119,87,39,77,62,118,192,82
321,455,3380,89,84,55,54,80,74,14,13,4,5,49,49,52,52,74,72,33,33,60,64,79,51,67,12,7,48,52,66,31,66,82,47,64,11,5,33,45,56,29,72,182,147,64,111,5,133,145,56,29,72
322,382,3246,84,85,65,65,49,58,78,80,72,75,23,24,53,53,2,3,43,42,58,56,86,65,65,84,81,25,54,3,34,52,100,67,65,93,91,18,49,2,30,45,200,67,165,193,91,118,49,2,130,145
323,347,3432,8,9,78,78,74,74,34,38,34,33,85,82,61,60,85,86,91,89,85,80,10,79,73,44,32,79,62,88,85,74,9,82,71,41,31,82,61,100,98,70,109,82,171,41,31,182,61,100,98,70
324,374,3290,23,16,65,66,55,53,92,90,3,3,13,12,88,88,91,89,78,75,75,77,14,68,51,88,3,11,87,87,73,79,13,62,47,98,3,8,93,96,77,81,113,162,147,198,3,108,93,96,77,181
325,828,3357,43,62,78,86,27,21,45,52,51,52,12,12,32,28,20,15,75,73,9,9,68,88,16,54,54,12,25,12,72,8,69,98,24,52,51,12,18,11,70,6,69,198,124,52,151,12,118,111,170,6
326,525,3001,46,46,28,20,28,26,54,60,32,38,12,11,62,66,65,65,5,5,19,19,47,12,25,65,43,10,68,74,4,17,45,11,23,65,34,10,61,77,3,15,45,111,23,165,134,110,161,177,103,15
327,1191,3381,22,16,41,37,35,43,22,32,15,13,43,44,81,75,34,40,54,62,80,78,16,34,43,32,12,44,73,43,64,77,16,30,34,25,11,41,75,36,59,79,116,130,34,25,111,41,75,136,159,179
328,663,3193,74,74,61,59,73,73,77,76,19,19,47,44,25,27,61,62,24,21,80,81,73,55,74,73,21,34,31,65,16,86,83,53,70,77,19,30,27,67,24,100,183,153,70,77,19,130,27,67,124,200
329,226,3085,71,71,81,85,34,40,49,49,8,8,16,16,39,37,35,35,41,32,39,42,73,87,43,50,7,15,36,34,34,44,71,97,34,44,5,14,38,31,28,40,171,97,134,144,105,114,38,131,128,40
330,378,3286,2,2,75,75,53,53,65,65,72,72,85,85,12,12,45,50,40,40,30,30,3,77,53,61,71,77,14,54,48,43,2,66,48,57,69,84,12,50,33,34,2,66,148,57,169,84,112,150,133,134
331,436,3263,74,75,29,29,4,4,82,83,41,42,86,86,49,49,54,53,67,73,59,59,78,31,5,87,45,87,53,51,77,62,89,27,4,97,43,99,48,49,87,56,89,27,104,97,43,99,148,149,87,156
332,299,3212,65,70,8,8,62,62,10,10,72,70,45,47,80,80,55,60,62,62,80,65,68,10,62,9,74,48,81,66,63,61,62,9,61,6,81,40,78,72,68,57,162,109,61,106,81,140,78,72,168,57
333,333,3014,90,85,80,85,79,82,61,56,41,40,50,50,75,75,32,35,33,33,45,40,78,88,84,52,35,51,73,37,34,34,78,100,93,50,35,46,77,33,28,30,178,100,193,50,35,46,77,33,28,130
334,936,3187,52,53,75,82,79,79,78,77,40,39,76,76,23,24,82,83,31,38,90,85,55,95,81,74,38,76,26,84,43,79,53,95,91,70,32,79,22,92,36,82,153,195,191,70,32,79,122,192,136,182
335,763,3385,60,61,68,62,33,33,78,79,12,11,84,88,6,5,42,35,56,60,77,75,61,59,31,79,10,88,4,32,64,74,64,54,27,81,10,100,3,30,58,70,164,154,27,181,110,100,103,30,58,70
336,435,3098,8,8,80,82,45,50,70,71,2,2,80,80,4,37,68,75,77,77,85,85,9,87,55,73,1,80,34,81,74,87,7,94,53,76,1,87,31,91,77,99,107,194,153,76,1,187,131,91,177,99
337,444,3183,90,80,37,44,61,64,6,10,12,12,89,86,63,62,6,7,15,16,28,35,80,44,64,10,12,86,62,7,16,42,87,40,58,10,12,90,56,5,16,32,187,40,158,10,12,190,156,105,16,132
338,830,3467,90,88,65,65,60,68,80,78,75,74,85,80,63,63,27,27,65,69,35,30,87,68,69,79,67,77,66,26,71,16,93,69,67,82,64,84,56,23,69,24,93,69,167,82,64,84,56,123,169,124
339,271,3387,12,10,45,45,23,24,53,53,7,4,15,15,37,37,8,9,76,80,88,78,9,47,25,53,3,15,36,10,87,73,6,45,18,48,2,14,38,10,97,76,106,45,118,148,102,114,38,10,97,76
340,337,3348,13,13,50,49,33,31,55,54,48,45,59,58,80,82,80,82,12,11,77,76,14,52,25,57,44,63,87,86,10,80,14,54,23,53,41,68,99,90,10,87,14,54,23,53,41,168,99,190,110,187
341,532,3011,48,52,75,76,71,75,45,46,55,65,56,55,68,70,33,29,58,63,62,63,54,77,81,48,69,55,73,28,66,64,50,85,91,40,63,53,77,26,56,59,150,85,91,140,63,153,77,26,56,59
342,389,3225,4,5,77,77,65,65,89,88,73,72,34,34,8,8,23,25,83,83,14,14,7,86,68,87,71,36,10,33,79,15,5,90,69,99,69,38,10,27,82,14,5,90,69,99,169,38,10,127,182,114
343,509,3323,78,78,34,37,38,35,65,54,89,88,4,6,56,56,70,75,29,22,29,27,84,43,34,50,86,7,59,80,19,25,92,36,28,44,89,5,55,86,17,23,192,136,28,144,189,5,155,186,117,23
344,1012,3321,39,39,75,80,30,31,40,49,50,60,25,32,39,39,65,70,60,65,42,47,35,87,31,54,69,30,37,81,69,52,35,97,29,51,63,24,33,91,67,45,35,197,29,151,63,24,33,191,167,145
345,355,3162,45,48,72,82,77,75,85,85,12,10,69,70,45,40,53,58,60,65,75,75,47,86,78,87,9,72,34,64,77,78,45,89,88,99,6,70,30,59,66,78,45,189,188,99,106,170,130,159,66,178
346,444,3340,65,70,26,26,80,80,23,20,4,4,27,27,56,60,75,75,30,30,80,85,75,27,81,19,3,32,63,76,31,87,76,21,91,17,2,26,55,80,29,97,176,121,191,17,102,126,55,80,29,197
347,1064,3386,71,75,82,82,39,43,44,47,55,60,77,75,62,68,24,24,31,32,43,43,77,87,51,60,64,73,81,21,34,43,87,95,47,60,59,75,91,15,28,36,87,95,47,160,159,175,91,115,28,136
348,305,3103,51,51,89,89,47,47,59,59,83,84,48,50,89,91,78,75,25,25,20,20,48,87,50,63,87,54,95,73,25,19,40,97,42,55,96,51,95,77,23,22,140,197,42,55,96,51,195,77,23,22
349,513,3167,73,73,31,31,20,14,85,85,11,11,25,24,52,52,64,75,19,19,40,40,73,32,12,86,9,22,50,81,19,43,75,31,11,90,7,20,44,91,22,37,175,31,111,190,7,20,144,91,22,37
350,521,3351,35,34,87,87,43,43,51,51,15,13,45,50,3,3,32,32,89,88,24,25,32,88,44,51,11,59,2,34,86,27,31,98,40,47,8,55,1,31,100,21,31,198,40,47,108,155,101,131,200,121
351,369,3391,65,66,89,86,82,81,43,43,11,11,32,31,28,27,52,52,26,28,47,49,66,78,79,43,10,31,27,54,32,51,56,78,82,37,10,27,25,51,25,49,56,178,182,137,110,27,125,51,25,149
352,448,3157,28,28,58,58,77,77,75,75,10,10,25,25,50,50,34,34,1,1,80,80,34,54,79,77,10,22,62,34,1,78,31,52,83,86,10,20,61,29,1,88,131,52,83,86,110,120,61,129,1,188
353,312,3394,50,50,70,65,2,2,5,5,15,15,40,35,90,85,52,52,2,2,85,85,50,64,3,7,14,35,87,54,1,85,44,58,2,5,13,35,94,52,1,98,144,158,102,105,113,35,194,52,1,98
354,413,3388,36,36,58,62,47,47,78,79,84,85,72,73,8,10,33,35,70,70,73,72,36,63,45,79,85,73,10,35,71,72,38,55,43,84,98,75,8,35,68,74,38,55,43,184,98,175,8,35,68,174
355,822,3348,11,12,49,49,19,21,55,55,45,40,42,50,74,80,77,82,12,12,77,77,14,52,25,57,44,63,87,86,10,80,14,54,23,53,41,68,99,90,10,87,14,54,23,53,41,168,99,190,110,187
356,511,3256,84,68,45,45,40,49,64,64,41,59,72,72,31,32,54,54,87,74,79,75,69,45,50,61,60,72,34,54,72,73,67,43,41,64,52,71,28,52,74,77,167,43,141,164,152,71,28,52,174,77
357,309,3261,63,61,57,58,35,28,70,75,40,42,28,22,14,14,8,8,60,58,80,75,65,55,22,71,49,16,14,10,51,71,67,53,20,73,43,24,12,10,46,68,67,153,120,173,143,124,112,10,46,68
358,718,3275,34,33,70,75,44,48,2,2,55,58,90,93,6,6,14,12,18,17,3,3,30,79,50,2,65,95,5,10,16,3,24,82,42,1,65,95,4,10,16,3,24,82,42,101,165,195,104,110,116,3
359,334,3135,90,88,95,85,85,88,20,25,65,68,67,75,80,77,65,63,10,10,60,57,87,82,87,27,71,80,74,60,10,54,93,99,97,25,68,86,80,52,9,51,93,199,97,125,68,186,180,152,9,151
360,812,3023,83,83,46,44,52,51,66,65,74,74,87,87,38,41,8,7,90,85,50,55,79,43,50,64,73,85,49,10,86,54,83,37,42,58,73,98,43,10,88,52,83,37,142,158,73,98,143,10,88,52
361,389,3082,72,74,14,14,27,26,86,86,10,10,41,42,38,35,90,89,75,73,80,83,77,14,25,87,10,43,32,87,71,87,66,14,18,99,10,37,30,97,73,96,66,14,118,99,10,137,30,97,173,196
362,414,3086,12,12,85,77,47,47,68,55,34,27,81,81,90,90,70,75,12,12,61,61,10,73,50,51,22,77,86,81,12,57,9,77,42,46,20,66,100,92,13,53,109,77,42,46,120,66,200,92,13,53
363,733,3160,67,70,79,80,72,72,61,58,52,45,66,68,6,6,38,45,9,9,85,82,73,84,74,53,43,73,5,51,9,79,77,93,70,48,37,76,4,47,6,84,77,193,70,148,37,76,4,47,106,184
364,180,3308,75,71,47,50,97,96,54,52,90,88,87,87,91,90,54,59,71,70,39,38,72,54,95,50,87,87,78,65,73,37,71,49,95,44,97,96,78,65,83,33,71,49,195,144,197,96,178,165,183,33
365,474,3359,85,83,52,58,48,46,28,31,62,67,85,84,43,47,64,65,49,49,93,90,78,60,45,33,69,78,49,68,50,86,78,60,44,27,63,89,35,61,41,89,178,160,44,127,63,89,135,161,141,189
366,749,3229,35,40,7,7,60,62,75,75,6,8,68,64,60,60,62,65,60,55,78,75,44,8,65,72,9,62,60,68,53,72,39,6,67,74,7,56,52,61,48,70,139,6,67,174,7,156,152,161,148,170
367,439,3243,28,28,13,13,40,40,35,35,68,69,79,79,48,48,16,14,55,55,5,4,21,9,43,49,72,86,51,14,71,3,19,6,37,35,70,90,47,12,69,3,19,106,137,135,170,90,147,112,169,3
368,361,3090,9,9,28,30,68,66,11,11,66,66,77,79,27,27,54,54,12,11,56,52,10,32,60,12,65,87,30,54,10,52,8,31,60,13,66,96,24,50,9,50,8,31,60,13,166,96,24,150,109,50
369,363,3464,47,47,67,55,77,80,29,29,52,52,3,4,19,20,78,85,75,70,78,74,48,51,87,28,52,4,21,87,68,73,40,46,97,26,45,3,15,99,61,77,140,46,97,26,145,103,115,99,161,77
370,369,3226,63,63,78,78,81,77,33,33,23,22,58,65,57,58,65,68,67,67,70,70,64,76,75,34,21,68,62,77,71,68,59,85,76,29,15,61,56,87,73,69,159,185,176,129,115,161,156,87,173,69
371,756,3205,18,18,13,13,81,83,29,31,78,85,82,82,38,39,14,14,82,84,14,14,18,13,86,34,88,81,44,12,86,14,18,11,89,29,100,91,41,11,90,14,18,11,189,129,100,191,41,111,90,14
372,526,3404,7,7,42,47,74,77,78,74,35,40,14,15,13,13,65,67,10,11,55,57,7,50,86,72,49,16,14,69,12,61,5,41,90,72,35,16,12,63,13,64,105,141,90,172,135,16,112,63,13,164
373,444,3317,84,85,2,3,4,4,89,87,72,72,37,45,62,63,85,86,7,8,55,55,87,3,4,86,73,50,65,87,10,55,94,3,3,89,77,42,65,95,10,53,94,3,103,189,77,142,165,95,10,153
374,465,3059,35,14,35,30,1,2,30,30,65,70,25,27,72,72,90,90,88,85,65,65,12,27,1,16,74,26,73,86,81,63,12,21,1,24,77,23,75,90,78,55,12,121,1,124,177,123,175,190,78,55
375,745,3291,4,3,6,6,82,82,43,43,38,40,35,35,35,30,42,40,80,75,34,40,3,5,84,45,43,31,31,34,67,49,2,4,92,44,36,29,27,28,64,35,2,104,192,44,136,29,27,28,64,135
376,719,3240,10,10,25,25,8,8,72,73,85,85,40,43,55,56,6,6,36,37,36,36,12,26,10,81,87,47,64,5,43,34,13,22,10,92,95,45,58,4,34,28,13,122,10,92,95,45,158,104,34,128
377,1197,3482,16,16,18,18,70,70,75,80,52,56,36,33,13,13,53,53,75,78,85,80,16,19,74,86,66,22,12,54,81,77,16,22,70,90,72,20,13,52,91,85,16,22,70,90,72,120,13,52,191,85
378,538,3499,72,69,36,38,85,86,74,64,31,34,73,77,27,29,9,9,10,13,44,48,67,43,87,61,37,87,32,9,14,51,63,37,94,57,33,96,31,6,14,47,163,137,94,57,33,196,31,106,14,147
379,639,3012,78,79,82,78,35,46,15,15,38,36,42,37,48,48,3,3,55,62,59,66,81,71,50,16,34,32,51,3,64,67,92,73,42,16,30,31,47,3,59,63,92,173,142,16,130,31,47,3,159,163
