Respondent,duration,code,priorQ1,updatedQ1,priorQ2,updatedQ2,priorQ3,updatedQ3,priorQ4,updatedQ4,priorQ5,updatedQ5,priorQ6,updatedQ6,priorQ7,updatedQ7,priorQ8,updatedQ8 ,priorQ9,updatedQ9,priorQ10,updatedQ10 ,Advice1,Advice2,Advice3,Advice4,Advice5,Advice6,Advice7,Advice8,Advice9,Advice10,True1,True2,True3,True4,True5,True6,True7,True8,True9,True10,SlNoQ1,SlNoQ2,SlNoQ3,SlNoQ4,SlNoQ5,SlNoQ6,SlNoQ7,SlNoQ8,SlNoQ9,SlNoQ10
549,562,3136,48,48,70,70,86,85,75,75,25,26,52,57,41,43,22,22,65,66,38,41,52,68,78,72,27,65,55,22,68,50,49,64,87,75,22,59,49,19,63,40,149,64,187,75,122,59,49,19,163,140
550,392,3133,93,90,75,77,68,70,57,57,85,85,41,43,83,83,25,25,44,47,31,33,84,78,73,60,85,52,85,27,55,42,99,82,73,60,90,47,96,22,46,36,99,182,73,60,190,47,196,122,146,36
551,741,3452,17,17,23,23,62,65,42,54,76,85,76,76,27,37,42,47,77,77,3,3,19,28,68,60,85,78,45,52,78,3,17,21,63,55,90,78,36,44,92,2,17,121,163,155,190,178,136,144,92,2
552,325,3201,75,67,72,72,52,64,2,1,16,17,4,4,22,26,14,12,44,46,7,6,74,78,72,1,18,5,35,13,55,7,71,83,76,1,15,4,27,11,46,5,171,83,76,1,15,104,127,11,146,5
553,338,3369,35,42,39,42,69,67,83,90,50,54,70,75,74,65,80,76,69,74,71,72,45,52,65,95,55,78,62,76,75,72,39,41,59,95,50,91,52,79,70,68,39,141,59,195,150,91,152,179,70,68
554,510,3007,35,33,55,55,42,45,27,29,6,7,57,55,40,42,67,69,50,55,11,11,32,60,52,32,9,52,45,73,62,12,31,57,54,27,7,49,36,77,52,12,31,157,54,27,107,149,136,177,152,12
555,677,3270,85,85,56,56,80,78,9,10,9,9,85,83,3,3,38,35,29,28,86,82,85,55,78,10,10,82,3,32,25,72,94,62,86,7,10,78,3,29,23,75,194,62,186,7,10,78,3,29,23,75
556,282,3135,49,57,17,15,62,63,71,70,37,38,77,77,60,65,67,58,49,52,64,62,65,13,65,68,35,78,65,52,54,60,58,11,59,69,28,92,55,46,45,64,58,11,59,69,28,92,55,46,145,164
557,611,3435,48,55,40,46,65,68,45,47,10,9,35,30,30,25,6,6,68,66,75,77,62,52,70,50,9,28,22,5,65,78,68,33,73,40,7,26,20,4,67,91,168,133,173,140,107,26,20,104,67,191
558,546,3260,80,77,30,32,22,23,30,29,75,74,83,81,45,47,19,21,26,23,50,52,75,35,25,27,72,78,52,28,22,55,85,28,23,19,72,82,42,21,20,62,85,128,23,119,172,182,142,121,120,62
559,219,3349,76,76,81,71,32,36,35,35,84,84,64,64,7,8,43,40,75,75,38,45,75,62,45,34,82,65,10,35,75,52,86,57,32,26,98,67,7,29,84,42,86,57,132,126,98,67,7,129,84,42
560,469,3104,80,75,55,60,28,28,80,80,50,55,5,3,45,50,80,80,35,40,5,4,72,68,27,78,65,3,54,85,45,4,75,63,18,87,65,2,45,93,41,3,75,163,118,187,165,102,145,93,41,103
561,318,3076,29,30,74,80,44,32,62,69,39,41,78,77,44,48,3,3,61,68,12,12,32,85,27,72,52,75,55,3,80,12,30,100,19,71,47,80,62,2,66,11,30,100,119,71,47,80,62,102,66,111
562,613,3093,67,75,88,83,86,86,20,20,26,26,2,2,78,75,42,45,90,88,37,40,80,75,78,16,27,3,73,48,82,52,66,79,91,16,19,2,73,45,78,42,66,79,191,16,119,102,73,45,78,42
563,557,3240,22,22,2,2,31,34,12,12,80,80,76,76,10,11,16,17,78,78,47,48,22,3,38,13,78,74,12,18,82,52,20,2,33,11,87,85,8,18,93,47,20,2,33,11,187,185,108,18,193,47
564,494,3457,25,25,18,16,60,60,60,65,30,28,12,12,72,75,30,35,80,80,75,75,22,14,62,68,28,10,75,35,75,72,19,12,52,69,21,9,86,28,85,75,19,112,152,69,121,9,86,28,85,175
565,477,3402,85,85,77,77,43,46,44,41,37,40,68,73,92,88,36,41,45,48,29,31,85,78,52,35,50,78,85,55,55,34,93,83,35,30,38,82,89,46,62,26,93,83,135,130,138,82,189,146,62,126
566,306,3029,32,32,73,73,25,25,5,5,76,76,82,80,46,46,12,12,22,22,47,57,35,72,27,9,74,85,52,14,18,62,27,74,18,7,85,96,42,12,22,52,127,174,118,107,185,196,42,112,22,152
567,301,3119,68,72,46,46,56,57,18,18,15,15,26,26,76,76,81,81,72,70,13,15,75,35,65,18,14,28,75,75,68,16,87,38,55,15,14,25,86,88,69,16,87,38,55,15,14,125,86,188,69,16
568,675,3079,70,71,29,32,80,83,60,60,65,75,21,24,60,57,8,9,13,13,75,75,72,35,85,62,75,27,52,10,12,74,74,28,100,57,86,23,48,7,8,85,174,128,100,57,86,123,48,7,108,185
569,348,3343,77,75,44,58,26,25,32,32,53,53,58,60,47,46,57,62,22,21,35,35,73,54,22,32,52,62,45,65,19,35,77,45,19,29,46,61,44,55,17,28,177,145,19,29,46,61,44,55,17,28
570,1763,3184,75,73,87,83,65,70,89,84,90,75,29,28,28,30,26,25,80,80,79,76,75,82,80,82,78,28,34,28,75,74,76,98,66,92,99,26,26,25,85,85,176,98,66,192,199,26,126,125,85,185
571,211,3325,12,12,77,77,49,52,9,11,75,75,58,51,75,77,63,63,50,50,43,43,10,85,60,12,78,52,82,70,52,45,9,88,55,12,83,46,92,73,49,36,109,88,155,12,83,46,192,173,149,136
572,629,3027,18,19,56,56,73,73,57,56,10,10,83,80,29,31,40,40,79,74,30,30,22,54,75,55,12,72,42,45,72,35,15,45,86,53,8,80,36,39,72,31,115,145,86,153,108,180,36,139,172,131
573,786,3214,94,83,40,36,83,85,27,25,79,79,36,35,98,95,47,59,78,76,80,80,75,34,85,25,78,32,95,65,72,78,89,25,97,23,91,24,95,55,77,92,89,25,197,23,91,24,195,55,77,92
574,682,3224,89,88,10,10,56,62,54,54,39,42,27,25,66,68,75,75,83,80,52,62,85,10,70,55,45,22,72,75,78,65,94,6,63,62,40,20,76,86,92,65,94,106,63,62,40,120,76,86,92,165
575,1488,3467,41,45,78,80,28,32,42,46,81,80,68,68,57,60,37,40,85,80,12,12,52,82,34,52,75,70,62,45,75,12,41,92,26,46,84,74,57,39,85,8,141,192,126,46,84,74,57,39,85,108
576,403,3097,3,3,2,2,76,78,67,67,15,13,8,6,78,72,56,61,87,87,32,33,3,2,82,68,14,5,70,68,85,35,2,1,100,56,12,4,74,69,100,38,102,101,200,56,112,104,74,69,100,38
577,516,3300,55,50,59,60,30,45,40,50,70,70,35,35,40,40,35,35,80,75,10,10,52,70,52,54,70,55,45,35,72,10,46,83,47,48,74,46,37,35,75,10,46,183,147,148,74,146,137,35,75,10
578,898,3046,59,59,19,18,11,11,61,61,6,7,27,28,49,49,70,69,6,7,72,72,60,18,10,65,8,32,52,68,10,70,60,15,9,66,6,24,54,64,9,74,60,15,109,166,6,24,54,64,9,74
579,231,3129,70,78,75,85,80,78,67,70,72,85,33,32,75,82,40,72,80,75,32,18,78,85,78,70,85,32,82,72,75,14,81,90,84,74,97,31,92,69,89,24,181,190,184,74,97,31,192,169,89,124
580,846,3383,80,80,80,82,7,9,4,4,33,33,60,68,12,13,16,15,39,41,68,70,82,85,10,4,34,70,13,15,45,75,78,93,9,3,26,83,11,14,39,79,78,93,9,103,126,183,11,114,39,79
581,459,3118,47,49,11,11,82,80,80,82,43,41,70,70,9,9,21,21,10,10,55,55,52,10,75,85,35,70,10,22,10,54,47,9,89,88,30,73,6,15,8,48,47,109,89,88,130,173,106,115,8,148
582,1902,3205,77,76,49,49,80,79,67,67,68,68,63,63,51,52,60,64,56,57,9,9,78,52,75,68,70,62,54,65,60,9,99,47,89,63,83,52,48,66,60,7,199,147,89,163,183,152,148,166,160,107
583,437,3275,42,38,71,71,6,6,55,58,42,46,73,72,65,54,28,28,37,35,88,87,35,70,7,60,52,70,45,27,32,85,29,67,5,60,33,83,37,18,29,93,129,167,5,160,133,183,37,118,29,93
584,499,3469,85,85,76,75,81,80,55,58,85,85,8,8,26,29,62,60,65,64,86,86,82,72,78,65,85,8,35,55,60,85,98,74,82,59,96,6,27,52,60,89,98,174,182,59,96,6,127,52,60,189
585,649,3383,73,80,88,86,9,10,5,4,25,34,61,68,14,14,16,16,45,45,73,73,82,85,10,4,34,70,13,15,45,75,78,93,9,3,26,83,11,14,39,79,78,93,9,103,126,183,11,114,39,79
586,315,3161,80,83,36,35,29,33,70,72,29,30,10,10,37,38,48,50,80,78,70,60,85,32,45,72,34,10,38,52,72,55,96,31,34,76,25,9,33,41,68,50,196,31,134,76,25,109,33,141,68,150
587,627,3115,85,80,7,7,17,25,3,3,55,55,32,32,54,50,80,76,84,80,71,75,78,10,27,3,58,34,48,72,75,75,87,7,18,3,53,25,45,77,88,85,187,7,118,3,53,25,45,77,188,85
588,208,3274,32,37,72,72,48,47,81,78,34,33,38,35,34,26,57,59,78,78,80,79,45,72,45,75,32,34,20,65,82,72,36,81,37,70,27,25,17,65,100,80,136,81,37,70,27,25,117,165,200,180
589,684,3388,36,37,32,32,40,38,5,5,77,77,82,80,85,83,32,42,90,90,25,23,38,32,32,4,78,72,75,45,75,18,33,31,30,3,91,81,87,34,89,15,33,31,30,103,91,81,87,134,89,15
590,651,3430,84,79,77,75,72,71,55,50,87,87,12,12,59,66,73,75,17,19,89,87,72,72,68,52,85,13,70,78,22,85,80,69,56,47,90,11,61,86,20,88,180,169,56,47,90,11,161,186,20,88
591,522,3226,90,86,45,56,32,30,30,30,40,42,56,65,55,53,58,65,35,35,65,65,85,55,27,28,45,65,52,65,14,60,90,50,19,26,40,72,44,58,24,60,190,150,119,26,40,72,144,158,124,60
592,655,3409,63,61,72,74,35,40,65,67,85,85,88,87,61,62,77,81,86,87,7,8,52,80,45,63,85,82,60,85,85,10,49,66,34,56,90,93,64,96,93,8,149,66,34,156,90,193,164,196,93,8
593,690,3108,33,33,48,48,72,83,79,79,92,90,59,61,42,42,2,2,66,70,63,67,34,52,85,78,85,65,45,3,75,72,26,48,90,82,94,59,39,2,76,75,126,48,190,182,194,59,139,102,176,175
594,883,3304,78,77,31,26,53,53,86,84,52,56,62,66,27,29,88,88,86,85,6,5,72,14,54,78,55,72,35,85,82,4,69,24,45,78,51,72,27,93,98,3,169,124,145,178,51,172,127,93,98,103
595,670,3268,18,23,30,45,70,67,45,47,35,35,27,25,63,63,18,16,78,70,85,85,25,50,62,50,32,22,60,14,60,85,23,38,57,43,27,15,54,13,60,90,23,138,57,143,27,115,154,113,60,90
596,631,3269,62,70,74,78,12,12,68,70,50,60,26,35,38,45,40,52,26,30,8,8,75,78,10,72,65,32,45,60,35,7,80,82,8,76,59,31,44,57,28,5,80,182,8,76,59,31,44,157,28,5
597,364,3100,54,58,62,62,50,52,57,57,14,14,82,80,84,77,64,65,32,37,62,68,62,65,52,55,14,75,74,68,45,70,61,58,44,50,12,88,85,69,41,67,61,58,144,150,112,188,185,69,41,167
598,430,3086,85,85,85,82,40,36,80,84,40,45,75,77,65,70,60,62,36,36,65,70,85,82,35,85,60,85,72,65,35,78,93,100,31,88,55,90,69,59,30,82,93,200,131,88,155,90,169,159,130,82
599,411,3349,68,72,71,66,43,44,36,36,78,78,64,64,8,8,34,34,82,80,45,48,75,62,45,34,82,65,10,35,75,52,86,57,32,26,98,67,7,29,84,42,86,57,132,126,98,67,7,129,84,42
600,281,3339,53,53,64,64,68,68,76,80,32,33,4,4,45,48,82,80,64,64,27,33,52,65,68,85,35,5,55,78,65,42,48,65,64,88,29,4,52,84,66,36,48,165,64,88,129,4,52,184,166,36
601,486,3173,83,83,85,85,28,21,80,80,70,70,4,4,84,84,45,45,73,73,40,40,85,78,15,72,60,3,75,35,68,32,88,81,14,71,54,2,88,31,69,29,88,181,114,71,154,2,188,131,69,29
602,432,3032,1,1,72,75,65,65,55,55,28,28,75,75,7,8,48,50,45,38,72,70,1,82,65,54,28,75,8,52,32,67,1,92,58,45,26,76,6,47,31,65,1,192,58,145,26,176,6,47,31,65
603,457,3090,76,76,23,19,58,61,55,60,26,26,61,64,48,49,64,66,24,24,80,79,75,15,72,63,27,68,52,70,20,78,86,14,81,56,23,56,47,63,17,91,86,114,81,156,123,56,47,63,117,191
604,552,3105,41,52,31,29,75,77,69,72,81,77,49,54,90,88,7,8,75,71,75,82,55,27,78,74,75,55,85,9,68,85,62,23,91,71,84,51,88,7,69,96,62,123,91,171,84,51,88,107,69,196
605,568,3446,50,50,11,11,53,53,62,62,73,70,55,55,22,22,78,80,83,83,59,59,60,10,55,70,68,52,25,85,74,62,55,9,51,61,64,44,23,96,71,61,155,9,151,161,64,144,23,196,171,61
606,636,3141,13,13,75,80,80,82,75,75,48,55,42,50,77,75,40,50,35,35,60,65,12,82,82,76,58,54,73,55,35,65,11,78,100,79,53,45,77,46,31,67,111,78,200,179,53,145,177,146,131,67
607,559,3403,87,82,86,85,21,19,90,95,74,74,38,47,83,82,45,47,43,45,73,72,78,85,18,95,74,52,82,48,45,72,78,97,22,95,85,41,100,45,43,70,178,197,22,195,185,141,200,45,43,170
608,1496,3451,86,80,75,73,78,76,4,3,73,72,24,23,74,78,35,42,62,64,82,84,78,72,75,2,72,22,78,50,65,85,81,71,86,1,81,20,83,43,59,97,181,71,86,101,81,20,83,143,159,197
609,470,3258,67,69,47,42,37,41,74,72,3,3,7,8,35,43,75,78,12,11,74,68,72,45,45,75,3,10,52,85,12,70,80,44,37,80,2,7,47,94,8,73,180,44,137,80,2,7,147,194,108,173
610,573,3036,12,12,35,32,85,85,75,74,23,25,9,10,55,55,43,44,71,72,37,40,12,27,85,73,27,12,54,45,74,52,12,18,97,73,22,13,48,39,71,35,12,118,97,73,122,13,148,139,171,135
611,933,3104,76,73,60,61,20,22,74,75,59,60,2,2,50,50,90,85,42,42,4,4,72,68,27,78,65,3,54,85,45,4,75,63,18,87,65,2,45,93,41,3,75,163,118,187,165,102,145,93,41,103
612,650,3250,35,36,58,58,34,37,74,73,82,83,41,42,43,47,22,21,90,88,69,69,35,65,45,72,82,45,55,12,85,65,28,55,41,70,93,44,46,11,96,59,128,55,41,170,193,44,146,111,196,59
613,597,3077,57,50,33,50,19,17,54,56,73,72,84,85,27,32,39,43,61,60,68,68,45,52,15,60,72,85,35,45,60,70,44,41,14,57,77,88,35,36,60,61,44,141,114,157,77,88,35,136,60,161
614,467,3167,74,73,10,12,42,45,78,78,78,74,68,70,35,32,70,78,8,7,55,65,72,12,45,78,72,70,32,78,7,65,72,13,39,83,74,62,30,91,5,67,172,13,139,83,174,162,30,191,105,67
615,415,3490,91,89,29,25,17,16,81,80,19,17,91,89,68,68,75,75,62,63,42,48,85,14,15,75,16,75,68,75,65,52,88,24,14,88,16,89,56,80,72,42,88,124,114,188,116,89,56,80,72,42
616,364,3188,68,69,77,77,48,58,29,29,79,79,56,56,62,62,41,41,85,85,59,59,72,85,60,32,78,72,80,52,82,72,77,90,60,27,91,76,66,47,92,81,77,90,160,27,191,76,66,147,192,81
617,492,3335,30,30,85,80,42,45,8,8,2,1,80,80,82,82,54,54,7,8,38,38,52,78,52,7,1,85,75,55,10,35,35,99,33,5,1,96,88,49,9,31,135,199,133,5,1,196,188,49,9,131
618,754,3268,32,22,41,45,79,68,44,45,37,34,24,22,72,70,16,15,76,65,88,80,25,50,62,50,32,22,60,14,60,85,23,38,57,43,27,15,54,13,60,90,23,138,57,143,27,115,154,113,60,90
619,1263,3173,92,92,92,88,12,13,78,76,78,76,6,6,81,80,62,62,70,70,30,30,85,78,15,72,60,3,75,35,68,32,88,81,14,71,54,2,88,31,69,29,88,181,114,71,154,2,188,131,69,29
620,500,3290,85,84,65,53,77,71,88,71,82,71,55,64,55,44,44,37,56,61,88,77,85,54,72,72,72,65,45,38,62,78,89,45,72,71,81,66,39,33,61,99,189,145,172,71,81,166,39,33,61,199
621,693,3366,83,81,35,33,66,68,85,83,28,33,7,7,9,11,76,74,6,6,16,19,78,27,70,82,35,7,12,72,7,22,91,23,74,78,29,5,13,70,5,15,191,123,74,78,129,105,13,170,5,115
622,499,3049,9,9,81,79,22,22,84,78,36,34,89,88,32,30,76,73,28,25,37,43,10,76,22,75,34,85,27,70,22,45,9,79,19,86,26,90,19,63,20,41,9,179,19,86,126,90,119,63,20,41
623,287,3163,36,17,80,80,23,25,65,68,65,72,36,29,46,55,4,4,77,74,27,27,16,78,28,70,70,28,60,3,72,27,16,99,21,67,61,26,60,3,68,23,16,199,121,167,161,26,160,3,68,123
624,539,3037,90,85,90,88,62,62,16,16,1,1,15,15,66,66,45,45,72,70,65,62,72,84,62,15,2,13,65,45,70,60,75,99,61,14,1,11,59,40,61,57,75,99,61,114,101,11,59,40,161,157
625,702,3249,8,8,34,36,6,6,62,62,28,33,55,62,40,52,33,33,57,57,92,92,10,35,8,63,35,62,52,35,52,78,7,38,6,56,29,52,47,30,46,78,7,38,6,156,129,152,147,130,46,178
626,744,3403,63,72,75,83,23,20,80,88,76,72,42,48,84,83,46,47,44,44,74,73,78,85,18,95,74,52,82,48,45,72,78,97,22,95,85,41,100,45,43,70,178,197,22,195,185,141,200,45,43,170
627,247,3400,88,86,82,82,78,75,29,30,4,4,37,36,68,72,85,78,52,52,80,79,85,82,68,28,5,35,72,75,52,78,90,78,64,21,4,35,81,76,42,78,90,78,64,121,104,35,81,176,142,178
628,776,3489,65,72,80,80,80,72,25,22,45,50,50,50,60,70,60,60,65,52,70,85,72,75,72,22,55,52,72,58,62,82,77,85,81,21,52,48,70,53,61,78,77,85,81,21,52,48,170,53,61,78
629,460,3310,38,38,13,13,26,26,14,14,62,55,98,98,35,39,58,58,99,92,85,83,35,12,27,14,45,85,45,60,75,70,28,8,23,14,44,100,36,60,85,73,28,108,123,14,44,100,136,160,85,173
630,965,3127,90,85,45,52,85,85,38,36,30,33,28,28,67,77,30,45,65,65,58,60,82,54,85,32,35,28,80,52,65,65,78,48,97,31,28,21,66,33,72,65,78,148,97,31,28,121,66,133,72,165
631,253,3167,69,69,8,11,34,41,82,80,84,77,76,72,28,31,77,77,4,6,65,65,72,12,45,78,72,70,32,78,7,65,72,13,39,83,74,62,30,91,5,67,172,13,139,83,174,162,30,191,105,67
632,414,3063,65,64,79,79,70,72,52,44,27,21,85,91,12,11,81,81,63,67,59,62,68,78,72,45,16,95,10,82,72,62,63,83,75,37,16,95,6,93,76,61,163,83,175,37,116,195,106,193,76,61
633,395,3113,51,51,90,86,68,68,36,30,19,19,8,12,51,47,80,80,40,50,85,85,52,85,68,25,14,12,45,74,55,85,49,89,56,23,13,12,43,85,46,96,149,189,56,23,113,12,43,185,146,196
634,400,3418,30,45,45,49,50,55,24,20,29,31,75,75,13,13,19,19,30,31,71,72,52,55,65,12,35,75,14,18,35,75,42,62,59,11,31,70,14,22,38,86,142,62,59,111,131,70,14,22,38,86
635,347,3006,37,37,87,87,8,9,78,75,79,76,3,3,4,4,87,80,27,27,45,48,35,85,10,74,72,4,5,70,28,52,28,96,7,71,81,3,4,83,26,42,28,196,7,171,81,103,104,183,26,42
636,386,3061,24,26,78,78,55,55,53,53,47,47,47,47,74,74,86,86,53,53,90,90,13,75,52,60,52,45,72,75,62,82,11,70,49,57,33,41,75,84,68,98,11,70,149,157,133,41,175,84,168,98
637,332,3464,83,81,81,78,37,42,55,61,57,62,91,93,47,51,38,45,62,65,34,32,78,72,45,67,65,95,54,54,70,32,87,70,34,65,59,95,48,45,62,31,187,170,134,65,59,195,148,145,162,31
638,355,3099,81,81,79,80,89,88,23,23,76,77,68,69,62,60,73,73,49,50,15,14,85,82,85,28,78,72,70,73,52,13,97,92,94,26,99,81,63,73,46,11,97,192,194,26,199,81,63,73,46,11
639,237,3172,20,20,71,71,81,77,24,25,10,10,78,74,82,75,23,23,36,45,88,88,18,72,75,27,12,72,73,22,52,85,15,70,80,18,12,81,73,20,35,93,15,170,80,118,12,81,73,120,135,93
640,569,3357,72,72,40,42,53,54,35,37,80,79,65,68,32,34,7,7,27,30,80,79,72,45,55,40,78,70,35,7,32,78,70,44,51,32,99,61,28,5,24,84,170,44,151,32,199,161,128,105,24,184
641,545,3373,28,26,70,71,16,16,68,69,30,34,42,48,4,5,78,75,84,80,12,12,28,70,15,70,35,45,5,74,78,13,26,83,14,63,28,39,4,85,81,11,26,183,114,63,128,39,104,185,181,11
642,455,3280,63,62,70,74,58,54,10,10,57,55,36,38,69,73,74,78,11,10,47,50,62,72,55,10,52,40,72,78,10,52,68,75,53,8,46,32,74,92,9,42,168,75,153,8,46,32,174,92,109,142
643,593,3073,8,9,75,75,2,1,68,68,69,69,48,48,37,37,30,30,41,41,85,85,10,78,1,70,70,52,35,34,45,82,9,82,1,62,73,48,31,26,41,98,9,182,1,162,173,48,131,126,41,98
644,1109,3049,11,11,78,77,27,25,69,72,30,32,92,89,35,30,68,69,34,26,38,41,10,76,22,75,34,85,27,70,22,45,9,79,19,86,26,90,19,63,20,41,9,179,19,86,126,90,119,63,20,41
645,386,3141,10,11,80,81,90,85,82,78,45,52,43,47,78,75,43,44,37,36,62,63,12,82,82,76,58,54,73,55,35,65,11,78,100,79,53,45,77,46,31,67,111,78,200,179,53,145,177,146,131,67
646,1570,3393,8,8,36,36,86,85,89,85,51,51,58,62,63,70,72,70,42,42,46,50,7,38,85,84,52,65,72,70,45,52,5,33,98,99,44,59,74,73,43,46,105,33,198,99,144,159,174,173,43,46
647,782,3226,86,86,44,52,25,26,33,33,38,39,54,61,47,52,68,66,19,18,61,61,85,55,27,28,45,65,52,65,14,60,90,50,19,26,40,72,44,58,24,60,190,150,119,26,40,72,144,158,124,60
648,503,3283,10,10,80,80,74,72,85,85,30,30,18,16,44,44,46,47,35,30,74,74,10,78,68,85,34,14,45,52,22,75,9,91,64,89,25,13,34,33,20,80,9,191,64,189,25,113,34,133,20,80
649,295,3317,77,75,79,76,63,62,47,51,3,3,62,66,41,40,77,78,91,87,46,50,72,70,60,55,3,68,38,78,78,52,71,74,54,62,2,63,33,92,99,47,71,74,154,62,102,163,33,92,199,147
650,534,3306,32,27,65,67,81,75,85,85,88,87,45,50,48,55,87,86,30,38,16,15,22,68,73,85,85,52,60,85,45,14,15,64,77,89,88,54,60,97,34,13,115,64,177,189,88,54,160,97,134,113
651,780,3412,75,77,69,73,42,44,56,61,13,14,5,5,47,56,24,21,3,2,37,45,76,72,45,68,12,5,60,22,1,52,79,76,41,69,12,4,55,21,1,33,179,76,41,69,12,104,155,21,1,133
652,584,3043,23,30,85,85,72,74,72,70,85,85,50,47,18,18,81,80,81,80,5,7,35,85,75,68,85,45,18,78,78,7,28,97,80,63,90,37,15,91,87,5,28,97,80,163,190,137,15,191,187,5
653,507,3023,26,30,37,34,65,65,14,12,80,82,29,27,70,72,75,75,70,70,70,74,34,35,65,10,85,28,70,75,78,78,25,28,66,6,94,21,73,89,87,78,25,128,166,106,94,121,173,89,187,178
654,972,3090,70,70,27,16,65,70,65,55,30,28,70,70,55,55,67,67,21,21,75,75,75,15,72,63,27,68,52,70,20,78,86,14,81,56,23,56,47,63,17,91,86,114,81,156,123,56,47,63,117,191
655,478,3435,54,56,48,49,78,76,41,44,9,9,25,26,21,21,6,6,65,65,77,77,62,52,70,50,9,28,22,5,65,78,68,33,73,40,7,26,20,4,67,91,168,133,173,140,107,26,20,104,67,191
656,1301,3140,13,13,72,76,68,68,51,48,3,3,31,34,23,28,76,72,74,74,17,17,12,78,70,55,3,45,34,68,76,16,8,82,67,53,2,41,26,64,79,16,108,82,167,153,102,41,126,64,179,116
657,1513,3217,72,72,63,66,89,85,16,15,78,84,68,66,70,70,58,63,45,50,63,67,75,72,85,15,85,68,73,72,52,72,79,74,94,14,97,64,73,76,48,68,79,174,194,114,197,64,73,76,48,68
658,774,3177,29,33,61,63,56,56,66,69,12,12,54,54,7,7,66,68,36,38,10,10,32,68,54,73,12,55,7,70,40,10,27,56,45,73,13,49,5,63,32,9,27,56,145,73,13,49,5,63,32,9
659,809,3415,38,38,28,28,66,68,16,15,71,68,68,58,78,82,68,70,42,50,84,84,35,28,70,14,65,54,85,72,52,85,35,25,61,12,58,48,90,69,42,88,35,125,161,112,58,148,90,169,42,88
660,361,3458,75,72,54,54,45,45,41,42,7,8,89,85,14,14,39,37,76,76,6,8,67,54,45,45,10,78,14,35,78,10,65,45,43,40,10,84,13,31,82,8,65,145,43,40,10,184,113,131,82,8
661,341,3281,60,65,39,47,32,35,78,83,29,30,84,82,34,35,37,52,57,60,77,75,68,50,35,85,38,82,35,52,62,75,64,43,38,93,33,93,28,42,61,80,64,143,38,93,33,193,128,142,61,80
662,1739,3327,45,45,32,24,87,87,30,25,52,55,55,60,90,87,35,40,32,26,42,44,45,12,85,18,60,65,85,45,22,45,40,11,90,22,55,55,94,39,20,41,40,111,190,22,155,55,94,139,120,41
663,442,3115,80,80,6,8,40,33,2,2,55,55,30,30,52,50,75,75,82,80,88,85,78,10,27,3,58,34,48,72,75,75,87,7,18,3,53,25,45,77,88,85,187,7,118,3,53,25,45,77,188,85
664,310,3054,33,39,32,34,83,85,91,85,28,30,34,37,68,72,44,46,7,8,51,54,45,35,85,82,45,42,72,50,8,58,41,29,100,92,34,36,81,40,6,53,41,129,100,192,34,36,81,140,6,53
665,574,3456,40,37,50,52,53,48,21,20,68,70,50,48,11,12,51,52,65,65,28,28,35,54,45,18,72,45,12,55,70,28,31,48,43,15,81,37,12,51,83,26,131,148,43,15,81,37,12,51,183,26
666,631,3409,55,54,65,72,38,39,60,60,72,75,78,78,76,62,80,80,82,82,8,8,52,80,45,63,85,82,60,85,85,10,49,66,34,56,90,93,64,96,93,8,149,66,34,156,90,193,164,196,93,8
667,449,3262,26,22,76,78,22,25,75,73,31,33,82,82,7,9,55,63,15,16,68,70,18,78,32,73,40,82,10,68,16,72,22,82,27,77,32,92,7,63,16,81,22,82,27,177,32,192,7,163,16,81
668,337,3238,42,42,52,52,12,10,70,70,16,24,80,70,50,56,32,34,80,80,30,36,45,52,10,73,28,68,62,35,76,40,41,50,9,77,25,64,61,28,79,32,41,50,9,177,125,64,61,28,179,32
669,401,3336,43,41,37,36,34,34,78,80,3,3,67,72,16,20,74,75,62,63,4,4,38,35,34,85,3,75,27,78,65,5,33,28,26,97,3,86,23,92,67,4,33,28,126,97,3,86,123,92,67,4
670,586,3341,74,76,80,80,82,80,57,58,40,40,52,52,20,20,80,80,40,40,69,70,82,85,75,62,45,70,22,75,45,72,92,96,79,68,43,63,19,87,37,74,192,96,79,168,43,63,19,87,37,174
671,325,3103,36,35,70,70,43,43,6,4,82,82,12,10,52,56,26,22,34,30,78,78,28,75,45,4,78,10,65,19,28,75,21,87,43,3,81,9,58,17,26,84,121,87,43,103,181,109,58,17,26,84
672,599,3159,25,26,15,15,27,25,80,79,75,76,75,75,7,7,70,68,50,51,85,80,27,14,22,78,78,75,7,65,52,78,23,14,20,82,86,87,5,66,47,87,123,14,20,182,186,87,105,166,147,187
673,350,3047,24,24,75,85,70,78,75,72,30,32,50,65,39,48,39,43,40,45,70,70,25,85,78,72,32,65,52,45,45,70,23,96,84,72,30,66,41,34,44,73,23,96,184,172,30,166,141,34,44,173
674,625,3107,72,82,81,80,42,44,3,4,84,80,9,8,59,65,26,28,48,50,90,88,82,78,45,5,78,7,70,32,52,82,78,86,40,4,81,5,62,24,54,100,78,186,40,4,181,105,162,24,54,200
675,391,3183,9,10,48,45,22,22,53,53,61,60,41,37,79,83,81,77,3,3,11,10,10,45,19,52,60,35,85,75,3,10,8,44,17,47,60,31,100,70,2,10,8,44,17,47,160,131,100,70,2,110
